beatsPerMinute,beatAvg,GSR
0.0,0.0,658.0
15.0,0.0,634.0
11.0,0.0,613.0
0.0,0.0,674.0
0.0,0.0,659.0
15.0,0.0,634.0
11.0,0.0,612.0
0.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,637.0
11.0,0.0,614.0
0.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,642.0
11.0,0.0,618.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,641.0
11.0,0.0,623.0
0.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,639.0
11.0,0.0,626.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,636.0
11.0,0.0,625.0
0.0,0.0,673.0
0.0,0.0,652.0
15.0,0.0,634.0
11.0,0.0,623.0
0.0,0.0,673.0
0.0,0.0,652.0
15.0,0.0,630.0
11.0,0.0,621.0
0.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,630.0
11.0,0.0,617.0
0.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,633.0
11.0,0.0,616.0
0.0,0.0,674.0
0.0,0.0,658.0
15.0,0.0,635.0
11.0,0.0,614.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,636.0
11.0,0.0,613.0
0.0,0.0,674.0
0.0,0.0,659.0
15.0,0.0,639.0
11.0,0.0,615.0
0.0,0.0,674.0
0.0,0.0,658.0
15.0,0.0,640.0
11.0,0.0,618.0
0.0,0.0,673.0
0.0,0.0,657.0
15.0,0.0,640.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,655.0
15.0,0.0,638.0
11.0,0.0,625.0
0.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,636.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,633.0
11.0,0.0,623.0
0.0,0.0,672.0
0.0,0.0,653.0
15.0,0.0,631.0
11.0,0.0,620.0
0.0,0.0,676.0
0.0,0.0,657.0
15.0,0.0,633.0
11.0,0.0,618.0
0.0,0.0,672.0
0.0,0.0,656.0
15.0,0.0,632.0
11.0,0.0,615.0
0.0,0.0,671.0
0.0,0.0,657.0
15.0,0.0,634.0
11.0,0.0,613.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,636.0
11.0,0.0,613.0
0.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,640.0
11.0,0.0,616.0
0.0,0.0,673.0
0.0,0.0,657.0
15.0,0.0,640.0
11.0,0.0,618.0
0.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,639.0
11.0,0.0,623.0
0.0,0.0,673.0
0.0,0.0,655.0
15.0,0.0,638.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,635.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,632.0
11.0,0.0,623.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,631.0
11.0,0.0,620.0
0.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,631.0
11.0,0.0,616.0
0.0,0.0,676.0
0.0,0.0,658.0
15.0,0.0,634.0
11.0,0.0,614.0
0.0,0.0,672.0
0.0,0.0,658.0
15.0,0.0,635.0
11.0,0.0,613.0
0.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,638.0
11.0,0.0,614.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,639.0
11.0,0.0,616.0
0.0,0.0,673.0
0.0,0.0,657.0
15.0,0.0,640.0
11.0,0.0,620.0
0.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,639.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,637.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,635.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,632.0
11.0,0.0,622.0
0.0,0.0,672.0
0.0,0.0,653.0
15.0,0.0,629.0
11.0,0.0,616.0
0.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,630.0
11.0,0.0,613.0
0.0,0.0,674.0
0.0,0.0,658.0
15.0,0.0,632.0
11.0,0.0,612.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,635.0
11.0,0.0,612.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,637.0
11.0,0.0,614.0
0.0,0.0,673.0
0.0,0.0,657.0
15.0,0.0,639.0
11.0,0.0,618.0
0.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,638.0
11.0,0.0,619.0
0.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,637.0
11.0,0.0,622.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,635.0
11.0,0.0,622.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,633.0
11.0,0.0,622.0
0.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,632.0
11.0,0.0,619.0
0.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,633.0
11.0,0.0,618.0
0.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,633.0
11.0,0.0,615.0
0.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,636.0
11.0,0.0,616.0
0.0,0.0,674.0
0.0,0.0,659.0
15.0,0.0,639.0
11.0,0.0,617.0
0.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,639.0
11.0,0.0,617.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,641.0
11.0,0.0,621.0
0.0,0.0,673.0
0.0,0.0,657.0
15.0,0.0,640.0
11.0,0.0,624.0
0.0,0.0,673.0
0.0,0.0,655.0
15.0,0.0,638.0
11.0,0.0,625.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,635.0
11.0,0.0,625.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,633.0
11.0,0.0,623.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,631.0
11.0,0.0,620.0
0.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,631.0
11.0,0.0,615.0
0.0,0.0,674.0
0.0,0.0,656.0
15.0,0.0,632.0
11.0,0.0,613.0
0.0,0.0,678.0
0.0,0.0,661.0
15.0,0.0,638.0
11.0,0.0,614.0
0.0,0.0,672.0
0.0,0.0,659.0
15.0,0.0,637.0
11.0,0.0,614.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,640.0
11.0,0.0,619.0
0.0,0.0,672.0
0.0,0.0,657.0
15.0,0.0,640.0
11.0,0.0,622.0
0.0,0.0,672.0
0.0,0.0,655.0
15.0,0.0,638.0
11.0,0.0,624.0
0.0,0.0,672.0
0.0,0.0,653.0
15.0,0.0,636.0
11.0,0.0,623.0
0.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,634.0
11.0,0.0,623.0
0.0,0.0,674.0
0.0,0.0,657.0
15.0,0.0,634.0
11.0,0.0,623.0
0.0,0.0,675.0
0.0,0.0,653.0
15.0,0.0,630.0
11.0,0.0,617.0
0.0,0.0,672.0
0.0,0.0,655.0
15.0,0.0,631.0
11.0,0.0,613.0
0.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,635.0
11.0,0.0,614.0
0.0,0.0,672.0
0.0,0.0,658.0
15.0,0.0,636.0
11.0,0.0,613.0
4.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,639.0
11.0,0.0,615.0
4.0,0.0,673.0
0.0,0.0,657.0
15.0,0.0,640.0
11.0,0.0,620.0
4.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,639.0
11.0,0.0,624.0
4.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,637.0
11.0,0.0,624.0
4.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,634.0
11.0,0.0,624.0
4.0,0.0,673.0
0.0,0.0,652.0
15.0,0.0,631.0
11.0,0.0,622.0
4.0,0.0,673.0
0.0,0.0,652.0
15.0,0.0,630.0
11.0,0.0,617.0
4.0,0.0,673.0
0.0,0.0,655.0
15.0,0.0,631.0
11.0,0.0,614.0
4.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,635.0
11.0,0.0,614.0
4.0,0.0,672.0
0.0,0.0,658.0
15.0,0.0,635.0
11.0,0.0,613.0
4.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,639.0
11.0,0.0,615.0
4.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,640.0
11.0,0.0,620.0
4.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,639.0
11.0,0.0,622.0
4.0,0.0,673.0
0.0,0.0,655.0
15.0,0.0,638.0
11.0,0.0,624.0
4.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,636.0
11.0,0.0,624.0
4.0,0.0,672.0
0.0,0.0,653.0
15.0,0.0,633.0
11.0,0.0,623.0
4.0,0.0,673.0
0.0,0.0,653.0
15.0,0.0,631.0
11.0,0.0,621.0
4.0,0.0,673.0
0.0,0.0,654.0
15.0,0.0,631.0
11.0,0.0,616.0
4.0,0.0,673.0
0.0,0.0,656.0
15.0,0.0,632.0
11.0,0.0,613.0
4.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,634.0
11.0,0.0,613.0
4.0,0.0,673.0
0.0,0.0,659.0
15.0,0.0,638.0
11.0,0.0,614.0
4.0,0.0,673.0
0.0,0.0,658.0
15.0,0.0,639.0
11.0,0.0,616.0
4.0,0.0,673.0
0.0,0.0,657.0
15.0,0.0,640.0
11.0,0.0,621.0
4.0,0.0,673.0
0.0,0.0,656.0
4.0,0.0,639.0
11.0,0.0,624.0
4.0,0.0,673.0
0.0,0.0,654.0
4.0,0.0,637.0
11.0,0.0,624.0
4.0,0.0,673.0
0.0,0.0,653.0
4.0,0.0,634.0
11.0,0.0,625.0
4.0,0.0,674.0
0.0,0.0,656.0
4.0,0.0,633.0
11.0,0.0,622.0
4.0,0.0,671.0
0.0,0.0,653.0
4.0,0.0,631.0
11.0,0.0,618.0
4.0,0.0,673.0
0.0,0.0,655.0
4.0,0.0,631.0
11.0,0.0,614.0
4.0,0.0,673.0
0.0,0.0,657.0
4.0,0.0,633.0
11.0,0.0,613.0
17.0,0.0,673.0
0.0,0.0,659.0
4.0,0.0,635.0
11.0,0.0,613.0
17.0,0.0,674.0
0.0,0.0,659.0
4.0,0.0,639.0
11.0,0.0,615.0
17.0,0.0,678.0
0.0,0.0,658.0
4.0,0.0,640.0
11.0,0.0,619.0
17.0,0.0,673.0
0.0,0.0,656.0
4.0,0.0,639.0
11.0,0.0,621.0
17.0,0.0,673.0
0.0,0.0,654.0
4.0,0.0,638.0
11.0,0.0,624.0
17.0,0.0,673.0
0.0,0.0,654.0
4.0,0.0,636.0
11.0,0.0,624.0
17.0,0.0,673.0
0.0,0.0,653.0
4.0,0.0,633.0
11.0,0.0,623.0
17.0,0.0,673.0
0.0,0.0,653.0
4.0,0.0,631.0
11.0,0.0,619.0
17.0,0.0,673.0
0.0,0.0,655.0
4.0,0.0,631.0
11.0,0.0,616.0
17.0,0.0,673.0
0.0,0.0,656.0
4.0,0.0,632.0
11.0,0.0,613.0
17.0,0.0,674.0
0.0,0.0,658.0
4.0,0.0,634.0
11.0,0.0,613.0
17.0,0.0,673.0
0.0,0.0,659.0
4.0,0.0,638.0
11.0,0.0,615.0
17.0,0.0,674.0
0.0,0.0,659.0
4.0,0.0,640.0
11.0,0.0,617.0
17.0,0.0,674.0
0.0,0.0,657.0
4.0,0.0,640.0
11.0,0.0,621.0
17.0,0.0,673.0
0.0,0.0,656.0
4.0,0.0,639.0
11.0,0.0,624.0
17.0,0.0,673.0
0.0,0.0,654.0
4.0,0.0,637.0
11.0,0.0,626.0
17.0,0.0,672.0
0.0,0.0,652.0
4.0,0.0,633.0
11.0,0.0,623.0
17.0,0.0,672.0
3.0,0.0,653.0
4.0,0.0,631.0
11.0,0.0,621.0
17.0,0.0,673.0
3.0,0.0,654.0
4.0,0.0,631.0
11.0,0.0,617.0
17.0,0.0,673.0
3.0,0.0,655.0
4.0,0.0,632.0
11.0,0.0,614.0
17.0,0.0,674.0
3.0,0.0,657.0
4.0,0.0,633.0
11.0,0.0,613.0
17.0,0.0,672.0
3.0,0.0,659.0
4.0,0.0,637.0
11.0,0.0,614.0
17.0,0.0,673.0
3.0,0.0,658.0
4.0,0.0,638.0
11.0,0.0,615.0
17.0,0.0,673.0
3.0,0.0,657.0
4.0,0.0,640.0
11.0,0.0,619.0
17.0,0.0,673.0
3.0,0.0,656.0
16.0,0.0,639.0
11.0,0.0,623.0
17.0,0.0,673.0
3.0,0.0,654.0
16.0,0.0,637.0
11.0,0.0,624.0
17.0,0.0,673.0
3.0,0.0,653.0
16.0,0.0,634.0
11.0,0.0,623.0
17.0,0.0,673.0
3.0,0.0,653.0
16.0,0.0,631.0
11.0,0.0,622.0
17.0,0.0,673.0
3.0,0.0,654.0
16.0,0.0,631.0
11.0,0.0,619.0
17.0,0.0,673.0
3.0,0.0,655.0
16.0,0.0,631.0
11.0,0.0,615.0
17.0,0.0,674.0
3.0,0.0,657.0
16.0,0.0,633.0
11.0,0.0,613.0
17.0,0.0,673.0
3.0,0.0,659.0
16.0,0.0,636.0
11.0,0.0,614.0
17.0,0.0,673.0
3.0,0.0,658.0
16.0,0.0,639.0
11.0,0.0,614.0
17.0,0.0,673.0
3.0,0.0,657.0
16.0,0.0,639.0
11.0,0.0,617.0
17.0,0.0,673.0
3.0,0.0,657.0
16.0,0.0,639.0
11.0,0.0,622.0
17.0,0.0,673.0
3.0,0.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
17.0,0.0,672.0
3.0,0.0,653.0
16.0,0.0,635.0
11.0,0.0,624.0
17.0,0.0,673.0
3.0,0.0,653.0
16.0,0.0,632.0
11.0,0.0,623.0
17.0,0.0,673.0
3.0,0.0,654.0
16.0,0.0,631.0
11.0,0.0,620.0
17.0,0.0,673.0
3.0,0.0,654.0
16.0,0.0,631.0
11.0,0.0,616.0
17.0,0.0,673.0
3.0,0.0,656.0
16.0,0.0,632.0
11.0,0.0,613.0
17.0,0.0,673.0
3.0,0.0,658.0
16.0,0.0,635.0
11.0,0.0,613.0
17.0,0.0,674.0
3.0,0.0,659.0
16.0,0.0,636.0
11.0,0.0,614.0
17.0,0.0,673.0
3.0,0.0,659.0
16.0,0.0,641.0
11.0,0.0,618.0
17.0,0.0,672.0
3.0,0.0,657.0
16.0,0.0,640.0
11.0,0.0,621.0
17.0,0.0,672.0
3.0,0.0,659.0
16.0,0.0,641.0
11.0,0.0,625.0
17.0,0.0,672.0
3.0,0.0,653.0
16.0,0.0,636.0
11.0,0.0,624.0
17.0,0.0,677.0
3.0,0.0,652.0
16.0,0.0,634.0
11.0,0.0,623.0
17.0,0.0,672.0
3.0,0.0,652.0
16.0,0.0,631.0
11.0,0.0,621.0
17.0,0.0,673.0
3.0,0.0,654.0
16.0,0.0,630.0
11.0,0.0,617.0
17.0,0.0,673.0
3.0,0.0,655.0
16.0,0.0,632.0
11.0,0.0,614.0
17.0,0.0,673.0
3.0,0.0,658.0
16.0,0.0,634.0
11.0,0.0,613.0
10.0,0.0,674.0
3.0,0.0,659.0
16.0,0.0,637.0
11.0,0.0,613.0
10.0,0.0,673.0
3.0,0.0,658.0
16.0,0.0,639.0
11.0,0.0,616.0
10.0,0.0,673.0
3.0,0.0,658.0
16.0,0.0,640.0
11.0,0.0,619.0
10.0,0.0,673.0
3.0,0.0,659.0
16.0,0.0,642.0
11.0,0.0,625.0
10.0,0.0,672.0
3.0,0.0,654.0
16.0,0.0,637.0
11.0,0.0,625.0
10.0,0.0,673.0
3.0,0.0,652.0
16.0,0.0,634.0
11.0,0.0,624.0
10.0,0.0,673.0
12.0,0.0,653.0
16.0,0.0,632.0
11.0,0.0,622.0
10.0,0.0,673.0
12.0,0.0,654.0
16.0,0.0,631.0
11.0,0.0,618.0
10.0,0.0,674.0
12.0,0.0,655.0
16.0,0.0,631.0
11.0,0.0,614.0
10.0,0.0,674.0
12.0,0.0,657.0
16.0,0.0,633.0
11.0,0.0,613.0
10.0,0.0,673.0
12.0,0.0,659.0
16.0,0.0,636.0
11.0,0.0,613.0
10.0,0.0,673.0
12.0,0.0,659.0
16.0,0.0,638.0
11.0,0.0,615.0
10.0,0.0,673.0
12.0,0.0,658.0
16.0,0.0,640.0
11.0,0.0,619.0
10.0,0.0,673.0
12.0,0.0,657.0
16.0,0.0,640.0
11.0,0.0,623.0
10.0,0.0,673.0
12.0,0.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
10.0,0.0,673.0
58.0,14.0,653.0
16.0,0.0,636.0
11.0,0.0,625.0
10.0,0.0,673.0
58.0,14.0,652.0
16.0,0.0,631.0
11.0,0.0,622.0
10.0,0.0,673.0
58.0,14.0,653.0
16.0,0.0,630.0
11.0,0.0,619.0
10.0,0.0,673.0
58.0,14.0,655.0
16.0,0.0,630.0
11.0,0.0,614.0
10.0,0.0,674.0
58.0,14.0,656.0
16.0,0.0,632.0
11.0,0.0,613.0
10.0,0.0,674.0
58.0,14.0,658.0
16.0,0.0,635.0
11.0,0.0,613.0
10.0,0.0,673.0
87.0,36.0,659.0
16.0,0.0,638.0
11.0,0.0,615.0
10.0,0.0,674.0
87.0,36.0,658.0
16.0,0.0,640.0
11.0,0.0,618.0
10.0,0.0,673.0
87.0,36.0,657.0
16.0,0.0,640.0
11.0,0.0,623.0
10.0,0.0,673.0
87.0,36.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
10.0,0.0,673.0
87.0,36.0,653.0
16.0,0.0,635.0
11.0,0.0,624.0
10.0,0.0,673.0
87.0,36.0,653.0
16.0,0.0,633.0
11.0,0.0,623.0
10.0,0.0,673.0
87.0,36.0,653.0
16.0,0.0,631.0
11.0,0.0,620.0
10.0,0.0,672.0
87.0,36.0,654.0
16.0,0.0,631.0
11.0,0.0,616.0
10.0,0.0,673.0
65.0,52.0,656.0
16.0,0.0,632.0
11.0,0.0,613.0
10.0,0.0,673.0
65.0,52.0,658.0
16.0,0.0,634.0
11.0,0.0,613.0
10.0,0.0,673.0
65.0,52.0,659.0
16.0,0.0,638.0
11.0,0.0,615.0
10.0,0.0,673.0
65.0,52.0,658.0
16.0,0.0,640.0
11.0,0.0,618.0
10.0,0.0,673.0
65.0,52.0,656.0
16.0,0.0,640.0
11.0,0.0,620.0
10.0,0.0,673.0
65.0,52.0,656.0
16.0,0.0,639.0
11.0,0.0,624.0
10.0,0.0,673.0
65.0,52.0,654.0
16.0,0.0,637.0
11.0,0.0,624.0
10.0,0.0,673.0
75.0,71.0,653.0
16.0,0.0,634.0
11.0,0.0,623.0
10.0,0.0,677.0
75.0,71.0,652.0
16.0,0.0,630.0
11.0,0.0,621.0
10.0,0.0,672.0
75.0,71.0,653.0
16.0,0.0,630.0
11.0,0.0,616.0
10.0,0.0,673.0
75.0,71.0,655.0
16.0,0.0,631.0
11.0,0.0,613.0
10.0,0.0,673.0
75.0,71.0,658.0
16.0,0.0,634.0
11.0,0.0,613.0
10.0,0.0,673.0
75.0,71.0,659.0
16.0,0.0,637.0
11.0,0.0,614.0
10.0,0.0,673.0
75.0,71.0,658.0
16.0,0.0,639.0
11.0,0.0,616.0
10.0,0.0,674.0
75.0,71.0,658.0
16.0,0.0,640.0
11.0,0.0,620.0
10.0,0.0,673.0
75.0,71.0,656.0
16.0,0.0,639.0
11.0,0.0,624.0
11.0,0.0,673.0
75.0,71.0,654.0
16.0,0.0,637.0
11.0,0.0,624.0
11.0,0.0,673.0
75.0,71.0,653.0
16.0,0.0,634.0
11.0,0.0,624.0
11.0,0.0,673.0
75.0,71.0,653.0
16.0,0.0,631.0
11.0,0.0,621.0
11.0,0.0,673.0
75.0,71.0,654.0
16.0,0.0,631.0
11.0,0.0,617.0
11.0,0.0,674.0
75.0,71.0,655.0
16.0,0.0,632.0
11.0,0.0,614.0
11.0,0.0,673.0
75.0,71.0,657.0
16.0,0.0,634.0
11.0,0.0,613.0
11.0,0.0,677.0
75.0,71.0,658.0
16.0,0.0,635.0
11.0,0.0,613.0
11.0,0.0,673.0
75.0,71.0,658.0
16.0,0.0,638.0
11.0,0.0,615.0
65.0,16.0,673.0
75.0,71.0,658.0
16.0,0.0,640.0
11.0,0.0,618.0
65.0,16.0,673.0
75.0,71.0,657.0
16.0,0.0,640.0
11.0,0.0,623.0
65.0,16.0,673.0
75.0,71.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
65.0,16.0,673.0
75.0,71.0,653.0
16.0,0.0,635.0
11.0,0.0,625.0
65.0,16.0,672.0
75.0,71.0,652.0
16.0,0.0,632.0
11.0,0.0,622.0
65.0,16.0,672.0
75.0,71.0,653.0
16.0,0.0,630.0
11.0,0.0,618.0
65.0,16.0,673.0
75.0,71.0,655.0
16.0,0.0,631.0
11.0,0.0,614.0
65.0,16.0,673.0
75.0,71.0,657.0
16.0,0.0,633.0
11.0,0.0,613.0
65.0,32.0,674.0
75.0,71.0,659.0
16.0,0.0,635.0
11.0,0.0,613.0
65.0,32.0,674.0
75.0,71.0,659.0
16.0,0.0,639.0
11.0,0.0,615.0
65.0,32.0,677.0
75.0,71.0,659.0
16.0,0.0,642.0
11.0,0.0,617.0
65.0,32.0,671.0
75.0,71.0,656.0
16.0,0.0,640.0
11.0,0.0,621.0
65.0,32.0,673.0
75.0,71.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
65.0,32.0,673.0
75.0,71.0,654.0
16.0,0.0,637.0
11.0,0.0,624.0
65.0,32.0,673.0
75.0,71.0,653.0
16.0,0.0,634.0
11.0,0.0,623.0
65.0,32.0,673.0
75.0,71.0,656.0
16.0,0.0,634.0
11.0,0.0,623.0
65.0,32.0,671.0
75.0,71.0,654.0
16.0,0.0,631.0
11.0,0.0,617.0
65.0,32.0,673.0
15.0,71.0,655.0
16.0,0.0,632.0
11.0,0.0,614.0
65.0,32.0,673.0
15.0,71.0,657.0
16.0,0.0,634.0
11.0,0.0,613.0
65.0,32.0,673.0
15.0,71.0,659.0
16.0,0.0,637.0
11.0,0.0,614.0
65.0,32.0,673.0
15.0,71.0,658.0
16.0,0.0,640.0
11.0,0.0,617.0
65.0,32.0,673.0
15.0,71.0,657.0
16.0,0.0,640.0
11.0,0.0,621.0
65.0,32.0,673.0
15.0,71.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
65.0,32.0,673.0
15.0,71.0,654.0
16.0,0.0,636.0
11.0,0.0,624.0
32.0,40.0,673.0
15.0,71.0,653.0
16.0,0.0,634.0
11.0,0.0,623.0
32.0,40.0,673.0
15.0,71.0,653.0
16.0,0.0,633.0
11.0,0.0,622.0
32.0,40.0,672.0
15.0,71.0,654.0
16.0,0.0,631.0
11.0,0.0,619.0
32.0,40.0,674.0
15.0,71.0,655.0
16.0,0.0,631.0
11.0,0.0,614.0
32.0,40.0,673.0
15.0,71.0,656.0
16.0,0.0,633.0
11.0,0.0,613.0
32.0,40.0,674.0
15.0,71.0,658.0
16.0,0.0,635.0
