beatsPerMinute,beatAvg,GSR
11.0,0.0,613.0
32.0,40.0,673.0
15.0,71.0,659.0
16.0,0.0,638.0
11.0,0.0,615.0
32.0,40.0,673.0
15.0,71.0,658.0
16.0,0.0,640.0
11.0,0.0,618.0
32.0,40.0,673.0
15.0,71.0,656.0
16.0,0.0,639.0
11.0,0.0,622.0
32.0,40.0,673.0
15.0,71.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
32.0,40.0,673.0
15.0,71.0,653.0
16.0,0.0,635.0
11.0,0.0,624.0
32.0,40.0,673.0
15.0,71.0,653.0
16.0,0.0,632.0
11.0,0.0,622.0
32.0,40.0,673.0
15.0,71.0,654.0
16.0,0.0,631.0
11.0,0.0,619.0
32.0,40.0,673.0
15.0,71.0,655.0
16.0,0.0,631.0
11.0,0.0,617.0
32.0,40.0,673.0
15.0,71.0,656.0
16.0,0.0,632.0
11.0,0.0,613.0
32.0,40.0,674.0
15.0,71.0,659.0
16.0,0.0,634.0
11.0,0.0,613.0
32.0,40.0,674.0
15.0,71.0,659.0
16.0,0.0,636.0
11.0,0.0,614.0
32.0,40.0,674.0
15.0,71.0,659.0
16.0,0.0,640.0
11.0,0.0,617.0
32.0,40.0,673.0
15.0,71.0,658.0
16.0,0.0,640.0
11.0,0.0,620.0
32.0,40.0,673.0
15.0,71.0,656.0
16.0,0.0,639.0
11.0,0.0,624.0
32.0,40.0,673.0
15.0,71.0,654.0
16.0,0.0,637.0
11.0,0.0,624.0
32.0,40.0,673.0
15.0,71.0,653.0
16.0,0.0,635.0
11.0,0.0,624.0
32.0,40.0,673.0
15.0,71.0,657.0
16.0,0.0,633.0
11.0,0.0,623.0
32.0,40.0,671.0
15.0,71.0,654.0
16.0,0.0,632.0
11.0,0.0,618.0
32.0,40.0,673.0
15.0,71.0,655.0
16.0,0.0,632.0
11.0,0.0,614.0
32.0,40.0,674.0
15.0,71.0,657.0
16.0,0.0,633.0
11.0,0.0,613.0
32.0,40.0,673.0
15.0,71.0,659.0
16.0,0.0,636.0
11.0,0.0,613.0
32.0,40.0,675.0
15.0,71.0,661.0
16.0,0.0,640.0
11.0,0.0,615.0
32.0,40.0,672.0
15.0,71.0,657.0
16.0,0.0,640.0
11.0,0.0,617.0
32.0,40.0,673.0
15.0,71.0,656.0
16.0,0.0,639.0
11.0,0.0,621.0
32.0,40.0,673.0
15.0,71.0,654.0
16.0,0.0,637.0
11.0,0.0,624.0
32.0,40.0,673.0
15.0,71.0,653.0
16.0,0.0,635.0
11.0,0.0,623.0
32.0,40.0,673.0
15.0,71.0,652.0
16.0,0.0,632.0
11.0,0.0,622.0
32.0,40.0,674.0
15.0,71.0,652.0
16.0,0.0,630.0
11.0,0.0,619.0
32.0,40.0,673.0
12.0,71.0,654.0
16.0,0.0,631.0
11.0,0.0,616.0
32.0,40.0,673.0
12.0,71.0,656.0
16.0,0.0,632.0
11.0,0.0,613.0
32.0,40.0,673.0
12.0,71.0,658.0
16.0,0.0,634.0
11.0,0.0,613.0
32.0,40.0,674.0
12.0,71.0,659.0
16.0,0.0,637.0
11.0,0.0,614.0
32.0,40.0,673.0
12.0,71.0,658.0
16.0,0.0,640.0
11.0,0.0,618.0
32.0,40.0,672.0
12.0,71.0,657.0
16.0,0.0,641.0
11.0,0.0,622.0
32.0,40.0,672.0
12.0,71.0,655.0
16.0,0.0,638.0
11.0,0.0,623.0
32.0,40.0,673.0
12.0,71.0,653.0
16.0,0.0,636.0
11.0,0.0,624.0
32.0,40.0,673.0
12.0,71.0,653.0
16.0,0.0,634.0
11.0,0.0,624.0
32.0,40.0,673.0
12.0,71.0,653.0
16.0,0.0,633.0
11.0,0.0,622.0
32.0,40.0,673.0
12.0,71.0,654.0
16.0,0.0,631.0
11.0,0.0,619.0
32.0,40.0,673.0
12.0,71.0,654.0
16.0,0.0,631.0
11.0,0.0,614.0
32.0,40.0,674.0
12.0,71.0,656.0
16.0,0.0,632.0
11.0,0.0,613.0
32.0,40.0,673.0
12.0,71.0,658.0
16.0,0.0,634.0
11.0,0.0,613.0
32.0,40.0,674.0
12.0,71.0,659.0
16.0,0.0,638.0
11.0,0.0,614.0
32.0,40.0,674.0
12.0,71.0,658.0
16.0,0.0,640.0
11.0,0.0,618.0
32.0,40.0,673.0
12.0,71.0,657.0
16.0,0.0,639.0
11.0,0.0,622.0
32.0,40.0,674.0
30.0,64.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
32.0,40.0,673.0
30.0,64.0,653.0
16.0,0.0,636.0
11.0,0.0,624.0
32.0,40.0,673.0
30.0,64.0,653.0
16.0,0.0,633.0
11.0,0.0,623.0
32.0,40.0,673.0
30.0,64.0,654.0
16.0,0.0,631.0
11.0,0.0,620.0
32.0,40.0,673.0
30.0,64.0,655.0
16.0,0.0,631.0
11.0,0.0,618.0
32.0,40.0,673.0
30.0,64.0,656.0
16.0,0.0,632.0
11.0,0.0,614.0
32.0,40.0,673.0
30.0,64.0,658.0
16.0,0.0,633.0
11.0,0.0,613.0
32.0,40.0,674.0
30.0,64.0,659.0
16.0,0.0,636.0
11.0,0.0,613.0
32.0,40.0,674.0
30.0,64.0,659.0
16.0,0.0,639.0
11.0,0.0,616.0
32.0,40.0,673.0
30.0,64.0,658.0
16.0,0.0,640.0
11.0,0.0,619.0
32.0,40.0,673.0
30.0,64.0,656.0
16.0,0.0,640.0
11.0,0.0,623.0
32.0,40.0,673.0
30.0,64.0,654.0
16.0,0.0,638.0
11.0,0.0,624.0
32.0,40.0,672.0
30.0,64.0,651.0
16.0,0.0,633.0
11.0,0.0,623.0
32.0,40.0,672.0
30.0,64.0,652.0
16.0,0.0,631.0
11.0,0.0,622.0
32.0,40.0,673.0
30.0,64.0,653.0
16.0,0.0,630.0
11.0,0.0,618.0
32.0,40.0,676.0
30.0,64.0,655.0
16.0,0.0,631.0
11.0,0.0,615.0
32.0,40.0,672.0
30.0,64.0,656.0
16.0,0.0,633.0
11.0,0.0,613.0
32.0,40.0,673.0
30.0,64.0,658.0
16.0,0.0,635.0
11.0,0.0,613.0
32.0,40.0,673.0
30.0,64.0,659.0
16.0,0.0,639.0
11.0,0.0,614.0
32.0,40.0,673.0
30.0,64.0,658.0
16.0,0.0,639.0
11.0,0.0,616.0
32.0,40.0,673.0
30.0,64.0,657.0
16.0,0.0,640.0
11.0,0.0,620.0
32.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,639.0
11.0,0.0,624.0
32.0,40.0,673.0
25.0,48.0,654.0
16.0,0.0,637.0
11.0,0.0,625.0
32.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,637.0
11.0,0.0,626.0
7.0,40.0,672.0
25.0,48.0,653.0
16.0,0.0,632.0
11.0,0.0,622.0
7.0,40.0,672.0
25.0,48.0,653.0
16.0,0.0,631.0
11.0,0.0,618.0
7.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,631.0
11.0,0.0,615.0
7.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,633.0
11.0,0.0,613.0
7.0,40.0,674.0
25.0,48.0,659.0
16.0,0.0,636.0
11.0,0.0,613.0
7.0,40.0,673.0
25.0,48.0,659.0
16.0,0.0,640.0
11.0,0.0,616.0
7.0,40.0,673.0
25.0,48.0,658.0
16.0,0.0,641.0
11.0,0.0,618.0
7.0,40.0,673.0
25.0,48.0,656.0
16.0,0.0,640.0
11.0,0.0,622.0
7.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,639.0
11.0,0.0,625.0
7.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,636.0
11.0,0.0,624.0
7.0,40.0,673.0
25.0,48.0,652.0
16.0,0.0,633.0
11.0,0.0,623.0
7.0,40.0,678.0
25.0,48.0,653.0
16.0,0.0,632.0
11.0,0.0,621.0
7.0,40.0,672.0
25.0,48.0,653.0
16.0,0.0,630.0
11.0,0.0,616.0
7.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,632.0
11.0,0.0,613.0
7.0,40.0,674.0
25.0,48.0,658.0
16.0,0.0,634.0
11.0,0.0,613.0
7.0,40.0,673.0
25.0,48.0,659.0
16.0,0.0,638.0
11.0,0.0,614.0
7.0,40.0,674.0
25.0,48.0,658.0
16.0,0.0,641.0
11.0,0.0,616.0
7.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,640.0
11.0,0.0,619.0
7.0,40.0,673.0
25.0,48.0,656.0
16.0,0.0,639.0
11.0,0.0,624.0
7.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,638.0
11.0,0.0,624.0
7.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,635.0
11.0,0.0,624.0
7.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,632.0
11.0,0.0,622.0
7.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,631.0
11.0,0.0,619.0
7.0,40.0,678.0
25.0,48.0,657.0
16.0,0.0,633.0
11.0,0.0,617.0
7.0,40.0,672.0
25.0,48.0,656.0
16.0,0.0,632.0
11.0,0.0,613.0
7.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,633.0
11.0,0.0,612.0
7.0,40.0,673.0
25.0,48.0,658.0
16.0,0.0,636.0
11.0,0.0,613.0
7.0,40.0,673.0
25.0,48.0,658.0
16.0,0.0,639.0
1.0,0.0,616.0
7.0,40.0,674.0
25.0,48.0,657.0
16.0,0.0,640.0
1.0,0.0,620.0
7.0,40.0,673.0
25.0,48.0,656.0
16.0,0.0,639.0
1.0,0.0,624.0
7.0,40.0,673.0
25.0,48.0,654.0
16.0,0.0,637.0
1.0,0.0,624.0
7.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,634.0
1.0,0.0,624.0
7.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,632.0
1.0,0.0,622.0
7.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,631.0
1.0,0.0,619.0
15.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,633.0
1.0,0.0,617.0
15.0,40.0,672.0
25.0,48.0,656.0
16.0,0.0,633.0
1.0,0.0,614.0
15.0,40.0,673.0
25.0,48.0,659.0
16.0,0.0,635.0
1.0,0.0,613.0
15.0,40.0,673.0
25.0,48.0,659.0
16.0,0.0,638.0
1.0,0.0,615.0
15.0,40.0,673.0
25.0,48.0,658.0
16.0,0.0,640.0
1.0,0.0,618.0
15.0,40.0,673.0
25.0,48.0,656.0
16.0,0.0,639.0
1.0,0.0,621.0
15.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,637.0
1.0,0.0,623.0
15.0,40.0,673.0
25.0,48.0,654.0
16.0,0.0,636.0
1.0,0.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,634.0
1.0,0.0,624.0
15.0,40.0,673.0
25.0,48.0,652.0
16.0,0.0,631.0
1.0,0.0,621.0
15.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,630.0
1.0,0.0,618.0
15.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,631.0
1.0,0.0,614.0
15.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,633.0
1.0,0.0,613.0
15.0,40.0,674.0
25.0,48.0,659.0
16.0,0.0,636.0
1.0,0.0,614.0
15.0,40.0,674.0
25.0,48.0,659.0
16.0,0.0,639.0
1.0,0.0,615.0
15.0,40.0,674.0
25.0,48.0,658.0
16.0,0.0,640.0
1.0,0.0,617.0
15.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,640.0
1.0,0.0,621.0
15.0,40.0,673.0
25.0,48.0,656.0
16.0,0.0,639.0
1.0,0.0,624.0
15.0,40.0,673.0
25.0,48.0,654.0
16.0,0.0,637.0
1.0,0.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,635.0
1.0,0.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,632.0
1.0,0.0,622.0
15.0,40.0,674.0
25.0,48.0,654.0
16.0,0.0,631.0
1.0,0.0,618.0
15.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,631.0
1.0,0.0,614.0
15.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,633.0
1.0,0.0,613.0
15.0,40.0,673.0
25.0,48.0,659.0
16.0,0.0,636.0
1.0,0.0,613.0
15.0,40.0,674.0
25.0,48.0,659.0
16.0,0.0,637.0
1.0,0.0,614.0
15.0,40.0,673.0
25.0,48.0,659.0
16.0,0.0,640.0
1.0,0.0,617.0
15.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,640.0
1.0,0.0,621.0
15.0,40.0,673.0
25.0,48.0,656.0
16.0,0.0,639.0
15.0,0.0,624.0
15.0,40.0,673.0
25.0,48.0,654.0
16.0,0.0,637.0
15.0,0.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,634.0
15.0,0.0,623.0
15.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,631.0
15.0,0.0,621.0
15.0,40.0,673.0
25.0,48.0,654.0
16.0,0.0,631.0
15.0,0.0,617.0
15.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,632.0
15.0,0.0,614.0
15.0,40.0,673.0
25.0,48.0,657.0
16.0,0.0,634.0
15.0,0.0,613.0
15.0,40.0,674.0
25.0,48.0,659.0
16.0,0.0,636.0
75.0,18.0,613.0
15.0,40.0,673.0
25.0,48.0,659.0
16.0,0.0,641.0
75.0,18.0,615.0
15.0,40.0,672.0
25.0,48.0,657.0
16.0,0.0,639.0
75.0,18.0,617.0
15.0,40.0,672.0
25.0,48.0,656.0
16.0,0.0,639.0
75.0,18.0,621.0
15.0,40.0,673.0
25.0,48.0,655.0
16.0,0.0,638.0
75.0,18.0,624.0
15.0,40.0,673.0
25.0,48.0,654.0
16.0,0.0,637.0
75.0,18.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
16.0,0.0,634.0
75.0,18.0,623.0
15.0,40.0,673.0
25.0,48.0,653.0
2.0,0.0,632.0
75.0,18.0,622.0
15.0,40.0,673.0
25.0,48.0,653.0
2.0,0.0,630.0
75.0,18.0,618.0
15.0,40.0,674.0
25.0,48.0,654.0
2.0,0.0,631.0
75.0,18.0,615.0
15.0,40.0,673.0
25.0,48.0,656.0
2.0,0.0,632.0
75.0,18.0,613.0
15.0,40.0,674.0
25.0,48.0,658.0
2.0,0.0,635.0
75.0,18.0,613.0
15.0,40.0,673.0
25.0,48.0,659.0
2.0,0.0,638.0
75.0,18.0,615.0
15.0,40.0,674.0
25.0,48.0,661.0
2.0,0.0,643.0
75.0,18.0,620.0
15.0,40.0,672.0
25.0,48.0,657.0
2.0,0.0,640.0
37.0,28.0,623.0
15.0,40.0,673.0
25.0,48.0,655.0
2.0,0.0,638.0
37.0,28.0,624.0
15.0,40.0,673.0
25.0,48.0,654.0
2.0,0.0,636.0
37.0,28.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
2.0,0.0,633.0
37.0,28.0,623.0
15.0,40.0,673.0
25.0,48.0,654.0
2.0,0.0,631.0
37.0,28.0,621.0
15.0,40.0,673.0
25.0,48.0,654.0
2.0,0.0,631.0
37.0,28.0,619.0
15.0,40.0,674.0
25.0,48.0,655.0
2.0,0.0,631.0
37.0,28.0,614.0
15.0,40.0,674.0
25.0,48.0,657.0
37.0,9.0,633.0
37.0,28.0,613.0
15.0,40.0,673.0
25.0,48.0,659.0
37.0,9.0,636.0
37.0,28.0,613.0
15.0,40.0,674.0
25.0,48.0,658.0
37.0,9.0,641.0
37.0,28.0,615.0
15.0,40.0,672.0
25.0,48.0,656.0
37.0,9.0,640.0
37.0,28.0,616.0
15.0,40.0,676.0
25.0,48.0,656.0
37.0,9.0,640.0
37.0,28.0,621.0
15.0,40.0,672.0
25.0,48.0,654.0
37.0,9.0,638.0
37.0,28.0,623.0
15.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,636.0
37.0,28.0,624.0
15.0,40.0,673.0
25.0,48.0,652.0
37.0,9.0,634.0
37.0,37.0,623.0
15.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,631.0
37.0,37.0,621.0
15.0,40.0,674.0
25.0,48.0,654.0
37.0,9.0,630.0
37.0,37.0,617.0
15.0,40.0,674.0
25.0,48.0,655.0
37.0,9.0,631.0
37.0,37.0,613.0
15.0,40.0,673.0
25.0,48.0,656.0
37.0,9.0,633.0
37.0,37.0,612.0
15.0,40.0,673.0
25.0,48.0,659.0
37.0,9.0,635.0
37.0,37.0,613.0
15.0,40.0,673.0
25.0,48.0,659.0
37.0,9.0,638.0
37.0,37.0,615.0
15.0,40.0,674.0
25.0,48.0,658.0
37.0,9.0,640.0
37.0,37.0,618.0
15.0,40.0,673.0
25.0,48.0,656.0
37.0,9.0,640.0
37.0,37.0,622.0
15.0,40.0,674.0
25.0,48.0,656.0
37.0,9.0,638.0
37.0,37.0,624.0
15.0,40.0,672.0
25.0,48.0,653.0
37.0,9.0,636.0
37.0,37.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,633.0
37.0,37.0,623.0
15.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,631.0
37.0,37.0,620.0
15.0,40.0,673.0
25.0,48.0,654.0
37.0,9.0,631.0
37.0,37.0,616.0
15.0,40.0,674.0
25.0,48.0,656.0
37.0,9.0,632.0
37.0,37.0,614.0
15.0,40.0,673.0
25.0,48.0,658.0
37.0,9.0,634.0
37.0,37.0,613.0
15.0,40.0,673.0
25.0,48.0,659.0
37.0,9.0,636.0
37.0,37.0,614.0
15.0,40.0,673.0
25.0,48.0,658.0
37.0,9.0,639.0
37.0,37.0,616.0
15.0,40.0,673.0
25.0,48.0,657.0
37.0,9.0,640.0
37.0,37.0,620.0
15.0,40.0,673.0
25.0,48.0,656.0
37.0,9.0,639.0
37.0,37.0,623.0
15.0,40.0,673.0
25.0,48.0,654.0
37.0,9.0,637.0
37.0,37.0,624.0
15.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,635.0
37.0,37.0,623.0
15.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,632.0
37.0,37.0,622.0
15.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,631.0
37.0,37.0,620.0
15.0,40.0,673.0
25.0,48.0,655.0
37.0,9.0,632.0
37.0,37.0,617.0
15.0,40.0,672.0
25.0,48.0,656.0
37.0,9.0,631.0
37.0,37.0,613.0
15.0,40.0,673.0
25.0,48.0,658.0
37.0,9.0,633.0
37.0,37.0,612.0
15.0,40.0,674.0
25.0,48.0,659.0
37.0,9.0,635.0
37.0,37.0,613.0
15.0,40.0,674.0
25.0,48.0,659.0
37.0,9.0,639.0
37.0,37.0,615.0
15.0,40.0,673.0
25.0,48.0,658.0
37.0,9.0,640.0
37.0,37.0,620.0
5.0,40.0,673.0
25.0,48.0,656.0
37.0,9.0,639.0
37.0,37.0,623.0
5.0,40.0,673.0
25.0,48.0,654.0
37.0,9.0,636.0
37.0,37.0,623.0
5.0,40.0,673.0
25.0,48.0,652.0
37.0,9.0,633.0
37.0,37.0,622.0
5.0,40.0,673.0
25.0,48.0,652.0
37.0,9.0,631.0
37.0,37.0,621.0
5.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,630.0
37.0,37.0,617.0
5.0,40.0,674.0
25.0,48.0,655.0
37.0,9.0,631.0
37.0,37.0,614.0
5.0,40.0,673.0
25.0,48.0,657.0
37.0,9.0,634.0
37.0,37.0,613.0
5.0,40.0,674.0
25.0,48.0,659.0
37.0,9.0,637.0
37.0,37.0,614.0
5.0,40.0,673.0
25.0,48.0,659.0
37.0,9.0,640.0
37.0,37.0,615.0
5.0,40.0,673.0
25.0,48.0,658.0
37.0,9.0,640.0
37.0,37.0,617.0
5.0,40.0,673.0
25.0,48.0,657.0
37.0,9.0,640.0
37.0,37.0,622.0
5.0,40.0,673.0
25.0,48.0,656.0
37.0,9.0,639.0
37.0,37.0,624.0
5.0,40.0,673.0
25.0,48.0,654.0
37.0,9.0,637.0
37.0,37.0,624.0
5.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,634.0
37.0,37.0,623.0
5.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,631.0
37.0,37.0,623.0
5.0,40.0,672.0
25.0,48.0,654.0
37.0,9.0,631.0
37.0,37.0,617.0
5.0,40.0,673.0
25.0,48.0,655.0
37.0,9.0,632.0
37.0,37.0,614.0
5.0,40.0,673.0
25.0,48.0,657.0
37.0,9.0,634.0
37.0,37.0,613.0
5.0,40.0,673.0
25.0,48.0,659.0
37.0,9.0,637.0
37.0,37.0,613.0
5.0,40.0,673.0
25.0,48.0,658.0
37.0,9.0,637.0
10.0,37.0,614.0
5.0,40.0,673.0
25.0,48.0,658.0
37.0,9.0,640.0
10.0,37.0,618.0
5.0,40.0,673.0
25.0,48.0,657.0
37.0,9.0,640.0
10.0,37.0,623.0
5.0,40.0,673.0
25.0,48.0,655.0
37.0,9.0,638.0
10.0,37.0,624.0
5.0,40.0,673.0
25.0,48.0,653.0
37.0,9.0,636.0
10.0,37.0,624.0
5.0,40.0,676.0
25.0,48.0,652.0
37.0,9.0,632.0
10.0,37.0,622.0
5.0,40.0,672.0
25.0,48.0,653.0
37.0,9.0,630.0
10.0,37.0,619.0
5.0,40.0,673.0
25.0,48.0,657.0
